Injured,MP,FG,FGA,FG%,2P,2PA,2P%,FT,FTA,TRB,AST,TOV,PTS,MP_total,PER,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,34.4,6.5,13.5,0.477,5.8,11.5,0.503,3,4.1,8.5,3.3,2.6,16.5,2645,19.2,0.148,0.304,6.2,15,17.1,2,3.5,24.7,1.9,4.5,6.4,0.116,1,1.7,2.8,3.2
0,34.4,5.6,13,0.433,4.6,9.9,0.462,1.6,2,4.3,9,3.2,13.9,1322,10.6,0.006,0.52,9.9,13.1,3.3,1.6,3.7,17.1,-0.4,2.6,2.3,0.083,-4.7,1.4,-3.4,-0.5
0,34.4,7.4,16.2,0.454,6.2,12.5,0.496,2.1,2.9,6,2.3,2.1,17.9,2718,16.6,0.228,0.178,6.3,9.5,11.8,3,1.1,24.1,1.2,2.3,3.5,0.062,0.4,-0.5,-0.1,1.3
0,34.4,4.1,9.2,0.446,4.1,9.2,0.446,2.6,3,9,2.2,1.2,10.8,2817,15.5,0,0.321,10.7,15.5,11.2,1.4,1.4,15.9,4,2.9,6.9,0.118,0.1,0.1,0.2,1.5
0,34.4,6.6,12,0.554,6.4,10.7,0.595,2.6,3.8,9,2.8,1.8,16.2,2715,17.9,0.108,0.321,8.1,15.4,12.4,1.1,4,20.2,3.7,4.8,8.5,0.151,0,1.6,1.7,2.5
0,34.4,4.2,8.9,0.476,4.2,8.9,0.477,2,2.3,8.6,1.9,1.3,10.5,2753,15.7,0.001,0.26,9.6,14.3,9.8,1.5,2,14.8,4.7,3.4,8.1,0.142,0.3,0.4,0.7,1.9
0,34.5,6.4,14,0.461,4.7,9.2,0.518,1.9,2.3,5.9,1.7,1.3,16.4,1759,15.7,0.344,0.167,4,9.8,8.1,1,2.9,21,2.3,1.2,3.4,0.094,0.8,-0.8,0,0.9
0,34.5,5.3,11.5,0.457,3.2,6.5,0.491,1.7,2,3.9,7.4,2.3,14.3,1757,17,0.43,0.177,2.4,6.2,31.4,2.4,1.7,18.3,2.7,1.2,4,0.109,2.2,0.4,2.6,2
0,34.5,5.8,10.7,0.538,5.5,9.8,0.562,3.4,5.6,7.5,1.7,1.8,15.2,1895,21.3,0.085,0.52,7.1,12.6,8.8,3.7,4.7,19.3,3,3.4,6.4,0.163,2,2.9,4.9,3.2
0,34.5,8.4,19.5,0.432,5.7,12.4,0.46,5.4,6.1,4.5,4.7,3.6,24.9,1865,18.1,0.364,0.312,1.5,7,24.4,1.2,0.6,31.7,1.9,0.6,2.4,0.063,2.9,-2,0.9,1.4
0,34.5,6.7,14.8,0.452,4.7,9.3,0.511,3.4,4.4,6.4,1.5,1.5,18.7,1933,14.9,0.372,0.298,3.8,10.4,6.6,1.7,1.8,22.4,1.7,2.1,3.8,0.093,-0.3,-0.3,-0.5,0.7
0,34.5,7.9,17.5,0.453,5.3,10.8,0.493,2.7,3.2,5.3,5.9,2.1,21.2,1930,17.9,0.382,0.181,3.3,8.3,25.7,1.2,0.6,25.9,2.9,1.3,4.2,0.105,3,-0.9,2.1,2
0,34.5,9.3,19.2,0.484,6.5,12.1,0.536,3.3,4.3,6,3.4,2.7,24.7,1999,19.9,0.37,0.225,3.9,9.7,16.5,1.8,1.5,29.7,2.8,2,4.8,0.115,3.2,-0.7,2.5,2.3
0,34.5,7.1,12.5,0.573,6.5,10.5,0.623,4,5.4,12.1,5.2,3.1,18.9,2136,21.9,0.162,0.429,10.3,19.5,23.6,1.3,1.1,22.3,5.3,1.8,7.1,0.159,3.2,0.9,4.1,3.2
0,34.5,8.4,18,0.467,6.5,12.9,0.504,5,6,4.7,4.5,3.4,23.7,2171,18.7,0.283,0.33,2,7.4,22.6,1.3,1,30.5,1.7,1.1,2.8,0.062,2.4,-1.6,0.8,1.5
0,34.5,7.4,16.4,0.45,4.2,8.2,0.512,2.4,2.9,4.4,4.2,1.9,20.4,2383,17.1,0.504,0.178,2.1,6.9,20,1.8,1.1,24.4,3.3,2,5.2,0.105,2.2,-0.5,1.6,2.2
0,34.5,6.1,15.1,0.405,5.3,12.1,0.44,3.7,5.2,6.2,6.3,3.5,16.7,2414,15.5,0.197,0.348,4.3,9.8,30.2,2.6,1.4,25.7,-0.8,2.1,1.3,0.026,-0.2,-0.2,-0.5,0.9
0,34.5,6.1,14.9,0.412,4.3,9.3,0.457,3.6,4.5,4.7,6.8,2.5,17.8,2016,19.9,0.482,0.426,1.4,4.3,13.6,2.3,0.4,27,5.4,1.1,6.6,0.157,3.5,-0.9,2.6,2.3
0,34.5,7,17.1,0.408,5,11.3,0.442,4.1,5.8,5.8,3,2.2,20,2417,13.7,0.338,0.34,2.9,9.1,14.9,0.9,0.7,27.6,0.1,2.2,2.3,0.046,-0.3,-1.3,-1.6,0.2
0,34.5,5.1,11,0.46,3.7,7.3,0.501,3,3.7,4.9,2.2,1.2,14.5,2482,13.3,0.338,0.337,3.4,8.1,9.2,0.8,0.5,17.4,3.4,1.1,4.6,0.088,0,-1.3,-1.3,0.5
0,34.5,7.5,15.8,0.471,5.4,10.7,0.506,5,5.9,5.4,3.5,1.9,21.9,2516,22.2,0.324,0.371,2.3,9,18.2,1.5,0.6,27.6,7.1,3.3,10.4,0.199,4.6,0.5,5,4.5
0,34.5,5.1,11.5,0.443,3.4,6.8,0.494,2.3,2.8,3.7,4.7,1.5,14.2,2581,17.5,0.305,0.36,2.6,5.2,35.7,2.5,0.8,21.7,4.1,1.6,5.7,0.106,1.7,-0.3,1.4,2.2
0,34.5,5.8,13.3,0.438,3.5,7.1,0.498,3.4,4.2,3.4,6.5,1.8,17.3,2725,16,0.467,0.314,1.2,5.7,28.1,1.2,0.8,22.1,4.5,1.8,6.3,0.111,1.6,-0.9,0.7,1.8
0,34.5,5.2,11.8,0.44,3.9,8.1,0.476,2.9,3.5,2.8,6.1,2.4,14.6,2757,18.3,0.312,0.3,1.8,4.8,29.5,3.4,0.7,21,5.1,4.7,9.9,0.172,2.3,2.3,4.6,4.6
0,34.5,5.9,12.5,0.471,5.2,10.5,0.497,2.2,3.1,4.2,5.5,1.8,14.6,2825,17.3,0.161,0.246,2.8,6.9,26.9,1.8,0.5,20.4,5.3,2.7,8.1,0.137,1.8,0.2,2,2.9
0,34.6,6.2,12.4,0.503,6,11.7,0.51,4.1,4.7,7.3,2.1,2.2,16.8,1867,18.7,0.058,0.379,7.9,12.1,10.7,1.4,1,22.1,3.9,1.5,5.4,0.139,1.6,-0.6,0.9,1.4
0,34.6,9.9,20.1,0.494,7.8,14.2,0.554,5.8,6.8,4.5,5.5,2.7,27.8,1835,22,0.296,0.336,2.7,7.2,27.3,1.4,0.9,31.8,4.2,1.9,6,0.157,4.5,-0.3,4.2,2.9
0,34.6,7.7,15.5,0.496,5.7,10.9,0.523,3.5,4,7.9,2.7,2,20.9,1903,18.2,0.302,0.256,2.1,12,12.5,1,1,23.5,3.2,1.8,5,0.127,2.7,-0.2,2.4,2.1
0,34.6,8.2,17.9,0.457,5.4,10.3,0.521,4.6,5.3,6.1,5.1,3.1,23.8,1939,19.6,0.424,0.293,2.6,9.9,24.2,2.1,0.9,29.5,2.3,2.3,4.6,0.114,2.4,0.3,2.8,2.3
0,34.6,5.5,14.8,0.37,3.9,9.7,0.406,2.4,3.2,3.7,7.7,3,14.9,2248,14.5,0.342,0.219,2.3,6.1,38.1,2.5,1.2,25.2,-0.9,1.5,0.6,0.013,0,-0.8,-0.8,0.7
0,34.6,8.6,18.8,0.46,5.7,11.2,0.509,1.9,2.7,4.3,5.1,2,22.1,2145,18.3,0.403,0.146,2.6,6.9,26.1,1.6,1,27.5,2.6,1,3.6,0.081,3.2,-1.3,1.9,2.1
0,34.6,6.8,13.8,0.488,6.6,13.5,0.494,3.1,4.5,9.5,2.5,2.6,16.7,2252,18.7,0.028,0.327,7,16.2,13.7,2.3,2.8,25,1.5,5.1,6.7,0.142,0.1,1.8,1.9,2.2
0,34.6,5.2,10.4,0.5,4.4,8.1,0.54,2.5,2.9,3.4,4.9,1.8,13.7,2734,15.7,0.221,0.277,1.7,5.5,22.1,1.7,0.2,16.9,5.6,1.6,7.2,0.126,0.5,0,0.5,1.7
0,34.6,4.5,10.2,0.437,2.8,6.2,0.448,1.3,1.5,3.6,2.1,1.3,11.9,2315,10.7,0.396,0.149,2.2,6.4,10.1,1.1,0.3,16.3,2,1.6,3.6,0.074,-0.9,-0.4,-1.3,0.4
0,34.6,4,6.4,0.624,4,6.4,0.625,1.5,2.8,12.4,0.9,1.7,9.5,2525,17,0.002,0.429,14.3,20.7,4.1,0.8,4.1,12.3,4.1,3.8,7.9,0.15,-0.1,0.7,0.6,1.6
0,34.6,8.7,15.6,0.561,8.7,15.6,0.561,3.4,5,11.7,3,2.6,20.9,2557,24.1,0,0.322,11.2,20.6,16.6,1.4,0.7,26.5,6.5,3.4,9.9,0.185,4.4,0.2,4.6,4.3
0,34.6,6.3,12,0.523,6.3,11.9,0.526,2.9,3.8,11.4,2,1.8,15.5,1828,9.6,0.5,0.308,2.6,6.3,8,1.4,0.4,11.8,2.1,0.5,2.6,0.068,-1.2,-0.6,-1.8,0.1
0,34.6,8,14.9,0.54,8,14.7,0.545,4.3,5.4,9.2,3.2,2.5,20.4,2598,20.1,0.011,0.361,8,15.5,15.9,1.7,2.4,25.2,3.6,3.8,7.4,0.137,0.8,0.8,1.5,2.3
0,34.6,6.7,12.6,0.531,6.7,12.5,0.535,1.4,2.5,7.5,1.6,1.2,14.8,2629,18.2,0.008,0.196,7.6,12.3,8.2,2.7,1.6,19.8,3.7,3.7,7.4,0.136,0.2,1,1.2,2.1
0,34.6,7.3,17.1,0.43,6.6,14.5,0.455,4.9,5.6,4.4,2.4,2.9,20.3,2768,15.8,0.15,0.328,2.8,6.9,12,1.4,1.9,28.1,0.4,1.9,2.3,0.04,0.5,-0.7,-0.1,1.3
0,34.6,5.3,11.5,0.462,5.3,11.4,0.466,4.2,5.1,5.7,1.7,1.6,14.8,2765,14.5,0.011,0.446,5,9.6,8.3,1.5,0.9,20.1,3.6,2.1,5.7,0.099,-0.9,-0.5,-1.4,0.4
0,34.6,5.8,12.9,0.447,4.7,9.6,0.491,4.4,5.4,5.2,6.1,3.4,17,2800,18.4,0.26,0.422,2.8,8.3,27.9,2.3,1.2,23.7,4.1,2.9,7,0.119,1.6,0.5,2.1,2.9
0,34.6,5.2,11.5,0.457,5.1,10.7,0.477,4.2,5,4.5,6.1,2.6,14.8,2838,18.8,0.069,0.437,5,7.3,29.1,2.6,0.6,20.7,6.1,2.6,8.8,0.148,2.2,0.4,2.5,3.3
0,34.6,5.9,13.8,0.428,4.9,10,0.487,1.3,2.3,8.3,4.5,2.5,14,2840,15.8,0.27,0.165,7.4,13.1,19.4,1.2,1.7,21.8,2.4,1.5,3.9,0.066,1.3,-0.8,0.5,1.8
0,34.7,7,12.1,0.58,6.3,9.9,0.639,4.1,5.5,12.1,5,3,18.9,1632,22.2,0.189,0.452,10.4,19.4,22.2,1.4,1.2,21.7,4.4,1.3,5.7,0.168,3.6,1,4.6,2.7
0,34.7,7.1,13.6,0.521,7.1,13.6,0.522,3.7,5.3,9,2.8,2.7,17.8,1030,11.7,0.351,0.518,2,5.7,12.6,1.2,0.5,15.9,1.1,0.5,1.6,0.074,-0.7,-0.6,-1.4,0.2
0,34.7,5.4,13.2,0.41,3.8,8.7,0.434,7.1,8.2,5.3,2.5,1.5,19.5,1839,19,0.341,0.617,3.1,8.5,11.8,1.1,0.8,23,5.5,0.9,6.3,0.165,3.4,-0.7,2.7,2.2
0,34.7,6.9,15.2,0.453,5.1,10.2,0.504,4.8,5.7,2.9,6.3,3,20.3,2497,20.5,0.332,0.371,2.1,4.7,32.2,1.9,0.3,26.3,6.4,1.3,7.7,0.149,3.9,-0.7,3.2,3.2
0,34.7,8.5,18.8,0.453,6.9,13.5,0.514,5.9,7.2,5,5.9,2.8,24.5,1942,20.9,0.282,0.385,1.9,7.4,31.1,1.8,2.2,30.8,2.8,1.8,4.6,0.113,2.9,0.5,3.4,2.7
0,34.7,8.2,18.1,0.452,6.4,13.4,0.474,4.2,4.9,3.7,5.9,3.2,22.5,2048,21.4,0.261,0.271,1.8,6.1,32.7,2.3,0.8,30.2,4.2,1.1,5.3,0.125,4.3,-0.7,3.7,3
0,34.7,7.5,16.5,0.455,5.5,10.8,0.509,2.1,3,4.8,6.7,3,19.1,2117,17,0.344,0.181,3.8,7.3,29.1,2.2,1.9,24.5,2,1.9,3.9,0.088,1.6,0.2,1.8,2
0,34.7,5.6,13.8,0.403,4.6,10.4,0.444,4.8,6,3.2,6.6,2.8,16.9,2221,16.2,0.245,0.437,1.2,5.3,34.6,1.9,0.6,25.5,1.5,1.2,2.7,0.057,0.7,-1.5,-0.8,0.7
0,34.7,5.2,11.9,0.437,3.6,7.5,0.488,1.6,2,2.9,3,1.3,13.5,2848,13.1,0.371,0.172,2.3,4.9,13.6,1.8,0.1,18.3,3.6,0.4,4,0.068,-0.2,-1.1,-1.3,0.5
0,34.7,8.4,17.7,0.476,5.7,10.6,0.534,4.8,5.6,4.6,4.5,2.6,24.4,2328,20,0.401,0.316,1.1,7.4,20.8,0.9,0.9,28.8,4.5,1.3,5.8,0.12,3.9,-1.5,2.4,2.6
0,34.7,6.8,14.5,0.471,5.6,10.9,0.512,4.1,5.1,5.9,3.3,1.9,19,2428,17.7,0.247,0.352,2.2,9.4,15.2,1.6,1.7,23.7,3.1,3,6.1,0.121,1.3,0.4,1.7,2.2
0,34.7,6.6,15.7,0.419,4.7,11,0.426,2,2.6,3.7,3.3,1.8,17.1,2530,14.3,0.299,0.164,2.4,6.3,16,1.4,0.6,24.3,1.6,2.4,4,0.076,0.3,-0.7,-0.4,1
0,34.7,7.4,16.2,0.455,6.5,13.5,0.481,4.4,5.3,6,2.9,3.1,20,2531,18.3,0.167,0.328,5,9.8,15.1,1.9,1.8,27.6,2.3,2.5,4.8,0.091,1.8,0,1.7,2.4
0,34.7,4,10.2,0.398,2.9,6.5,0.45,1.8,2.6,5.4,2.2,1.6,11,2600,11.3,0.356,0.259,2.8,9.5,10,2.5,1,17.7,-0.4,3.8,3.4,0.062,-1.7,1.3,-0.4,1
0,34.7,5.5,12.7,0.435,3.4,7.3,0.468,1.7,2.2,3.5,5,1.6,14.9,2740,16.3,0.426,0.17,1.6,6,24.2,1.9,0.3,20.6,4.4,2.5,6.9,0.121,2,0,2,2.8
0,34.7,8.1,18.3,0.444,5.1,10.7,0.476,3.8,4.5,3.9,5.5,2.1,23.2,2739,21.3,0.415,0.248,1.8,6.2,29.1,1.6,0.7,29.2,5.9,2.2,8.1,0.142,4.9,-0.8,4.1,4.2
0,34.7,4.2,10.5,0.398,2.7,6.6,0.411,2,2.4,2.9,3.3,1.4,11.9,2774,11.8,0.375,0.225,1.6,4.8,16.5,1.9,0.3,17.5,2.3,2.8,5.2,0.089,-1.1,0.6,-0.5,1.1
0,34.7,6.3,12.8,0.497,5,9.1,0.547,4.8,5.6,5.4,3.3,2.1,18.9,2774,19.7,0.291,0.44,1.6,9.5,16.1,1.5,1.4,24,6.5,5.1,11.6,0.201,3,1.6,4.6,4.6
0,34.7,5,11,0.451,3.8,7.4,0.515,1.9,3.4,5.3,5.4,2.6,13,2779,15.2,0.327,0.307,3.4,8.5,22.4,2.5,1.5,18.8,2.4,3.2,5.6,0.097,1.2,1.4,2.6,3.3
0,34.7,4.1,10,0.409,1.7,3,0.556,1.2,1.6,5.7,2.2,0.9,11.7,2773,12.3,0.695,0.158,2.1,9,8.8,2.5,0.6,14.1,2.8,3.2,6,0.104,-0.1,1.1,1,2.1
0,34.7,6.2,12.1,0.512,6.2,12.1,0.512,2.6,3.4,8.3,1.5,1.2,15,2809,18.5,0.001,0.278,9.7,13.9,7.1,1.7,2.9,19.7,5.1,4.4,9.4,0.161,0.7,0.6,1.3,2.4
0,34.7,5.3,11.7,0.453,4.1,8.3,0.493,1.3,1.7,4,2.5,1.2,13.1,2842,14.7,0.288,0.142,2.3,6.8,12.9,2.4,1.1,18.4,3.1,4.5,7.6,0.128,0.4,1.2,1.6,2.6
0,34.7,4.5,11.5,0.387,3.1,7.7,0.403,1.5,2.1,3.9,3.3,2.1,11.8,2846,10.8,0.332,0.183,2.1,6.4,16,1.3,1.8,19.3,-0.1,2.1,2,0.033,-1.1,0,-1.1,0.6
0,34.7,7.5,15.3,0.487,5.5,10.5,0.528,3.2,3.7,7.9,2.8,1.8,20,2847,17.2,0.313,0.245,2.6,12,12.5,0.8,1,22.8,4.5,2.6,7.1,0.12,2.1,-0.5,1.6,2.6
0,34.8,7.2,16.1,0.448,7.2,16,0.452,4.5,5.5,9.6,1.9,2.4,18.9,464,16.5,0.212,0.376,7.4,11.6,9.2,1.1,0.8,21.7,0.8,0.4,1.2,0.124,0.1,-0.6,-0.5,0.2
0,34.8,5.8,12.2,0.473,4.4,8.6,0.514,3.2,4.1,3.2,5.6,2.5,16.1,1565,17.5,0.293,0.335,1.4,5.2,27.2,2.2,0.7,20.9,3,0.8,3.8,0.116,2.3,-0.2,2.1,1.6
0,34.8,5.7,11.7,0.485,3.5,6.2,0.561,1.4,1.6,3.4,4,1.9,15,1566,13.3,0.473,0.138,1.2,5.4,17.7,1.1,0.6,18.5,1.7,1.1,2.9,0.088,-0.1,-0.9,-1,0.4
0,34.8,5.7,13,0.436,2.8,5.8,0.487,3,3.5,5.4,7.3,2.7,17.2,1601,16.5,0.555,0.268,2.3,8.5,31.8,1.4,0.9,21.4,2.9,1.3,4.1,0.124,2,-0.4,1.6,1.5
0,34.8,4.4,10.6,0.415,2.7,5.6,0.474,5.4,6,4.8,1.7,1.2,15.9,1671,15.6,0.47,0.57,3.3,7.8,7.4,1.1,0.8,18.5,4.2,0.7,4.9,0.14,1.4,-1.3,0.1,0.9
0,34.8,9,20,0.45,5.9,11.9,0.497,4.5,5.6,4.8,4.2,3.4,25.5,2085,19.4,0.404,0.279,2.1,7.7,21.7,2,1.3,31.7,1.8,2.2,4,0.091,3.3,-0.8,2.5,2.4
0,34.8,6.1,12.6,0.488,4.9,9.3,0.531,2.9,3.5,3.7,6.6,2.4,16.4,2124,19.4,0.261,0.282,3.1,6.2,30.2,2,0.2,21.2,5.7,1.2,6.9,0.157,3.6,-0.4,3.2,2.8
0,34.8,7.4,13.7,0.54,7.1,12.6,0.565,3.5,4.8,12.4,5,2.7,18.5,2159,20.7,0.079,0.349,9.7,19.6,21.7,1.1,1.2,23.3,4.1,3.4,7.5,0.168,2,1.2,3.2,2.9
0,34.8,6.5,14,0.466,5.2,10.4,0.5,2.8,3.6,6.3,1.8,1.7,17.1,2369,16.7,0.252,0.258,3.4,10.3,8.8,1.5,1.2,22.5,3,1.8,4.8,0.098,1.1,-0.6,0.5,1.5
0,34.8,5.9,11,0.532,5.9,11,0.532,2.6,4.4,11.3,1.2,1.7,14.4,2329,20.1,0,0.399,12.7,19.2,6,1.3,5.7,19.1,3.5,3.6,7.1,0.147,1.2,0.9,2.1,2.4
0,34.8,8.4,18.3,0.462,7,13.9,0.504,2.9,3.6,8.3,9.2,2.6,21.1,2366,22.3,0.237,0.199,3.5,12.5,40.6,2.8,0.8,27.3,3.9,3.4,7.3,0.149,3.7,1.7,5.4,4.4
0,34.8,5.1,11.7,0.436,2.7,5.6,0.478,2.2,2.7,2.8,2.5,1.6,14.8,2403,14.1,0.526,0.231,1.7,4.6,11.8,2,0.6,19.1,3.6,1,4.7,0.093,0.7,-0.2,0.5,1.5
0,34.8,6.8,16.6,0.412,5.2,11.8,0.441,2.8,4.1,4.8,2.5,1.9,18.1,2543,12.4,0.288,0.245,3.5,7.4,10.9,1.3,1.6,24.4,-0.6,1.3,0.6,0.012,-1.2,-1.8,-3,-0.6
0,34.8,5.8,14.1,0.412,3.5,7.8,0.458,2.7,3.2,3.6,4.1,1.5,16.6,2539,14,0.448,0.225,2.3,5.5,17.9,1.5,1.2,20.9,3,2.6,5.6,0.106,0.1,0.2,0.3,1.5
0,34.8,6.8,14,0.482,5.4,10.2,0.525,2.3,2.8,6.8,3.5,1.6,17.2,2543,15.9,0.269,0.198,3.4,10.9,15.9,0.9,1.5,21.7,3,2.6,5.6,0.105,0.6,-0.6,0,1.3
0,34.8,8.2,19,0.429,6.1,12.7,0.476,7.8,8.8,3,10.2,4.1,26.2,2541,22,0.331,0.46,2.4,4.7,42.5,1.5,0.3,32.6,5.3,1.4,6.7,0.126,5.3,-2,3.3,3.4
0,34.8,7.1,16.4,0.431,6.5,14.3,0.455,6.1,7.6,5.7,2.6,3,20.8,2608,16.7,0.128,0.466,6.3,9.4,13.1,1.3,0.9,29.2,2.3,2.6,4.9,0.09,0.4,-1.6,-1.2,0.5
0,34.8,6,13.2,0.456,5.2,10.3,0.505,2.5,3.2,6.6,4.8,2,15.3,2678,15.5,0.22,0.242,7.1,10.8,20,1.5,2.2,20.3,2.3,2.7,5,0.09,0.5,-0.1,0.4,1.6
0,34.8,5.7,13.3,0.43,3.8,7.9,0.48,1.7,2.3,6.8,2.3,1.1,15.1,2780,17.6,0.407,0.172,3.8,11.7,11.2,1.6,3.4,21.1,4,4.9,8.9,0.154,1.8,1.9,3.7,4
0,34.8,8,17.9,0.448,5.6,12,0.463,2.3,2.8,3.2,4.3,2.5,20.8,2780,17.7,0.33,0.158,1.8,5,21.6,1.7,0.6,27.1,4.4,1.7,6,0.104,2.3,-1,1.3,2.3
0,34.8,5.2,10.9,0.477,5.1,10.4,0.492,3.1,3.7,4.1,6.9,2.7,13.6,2852,16.5,0.044,0.337,4.1,6.8,32.2,2.2,0.2,19.5,4.1,2.9,7,0.119,0.8,0.1,0.8,2
0,34.8,6.6,14.1,0.467,6.5,13.4,0.485,4,4.9,3.8,1.8,1.8,17.2,2851,14.5,0.045,0.348,3,6.5,8.6,1.5,0.8,23.2,2.8,0.5,3.2,0.055,-0.9,-1.5,-2.5,-0.3
0,34.8,5.6,10.5,0.534,4.2,6.7,0.628,1.6,1.9,4.2,2.3,0.8,14.2,2854,14.4,0.364,0.183,2.9,6.5,8.7,1.6,1.1,15,5.2,3.7,8.9,0.15,0.5,1.1,1.6,2.6
0,34.9,6.9,15.7,0.438,4.8,9.7,0.497,2.8,3.2,3.7,1.9,1.6,18.7,1780,17.4,0.386,0.203,4.9,5.8,9.4,2,0.5,23.4,3.7,0.1,3.8,0.103,2.4,-1.4,1.1,1.4
0,34.9,6.6,15.4,0.428,5.9,12.9,0.455,3.5,4.2,6,3.7,2.9,17.4,1886,13.2,0.159,0.274,2.8,9.2,17.7,1.4,0.2,24.4,-0.2,0.9,0.7,0.017,-1.9,-1.6,-3.5,-0.7
0,34.9,5.3,12.1,0.433,2.9,6.1,0.482,1.1,1.6,4,2,1.2,13.9,1919,13.2,0.496,0.13,2.1,6.7,9.7,1.8,0.4,18.6,2.1,2.9,5,0.125,0.4,1.3,1.6,1.7
0,34.9,6.1,13.1,0.465,5.8,12.2,0.477,3.8,5.1,4,4.5,3.2,16.2,2066,16,0.364,0.347,2.9,6.9,25.5,2.6,0.4,27.4,1.1,1.5,2.6,0.061,1.1,-1,0.1,1.1
0,34.9,7.3,16.6,0.439,4.9,10.2,0.487,3.2,4,6.2,1.4,2.2,20.1,2546,15.9,0.388,0.243,4.1,9.8,6.8,1.7,0.6,25.7,1.9,2,3.9,0.073,0.7,-0.9,-0.2,1.2
0,34.9,5.4,12.2,0.441,3.9,8.4,0.468,3.1,3.8,3.3,2.8,1.5,15.4,2824,14.7,0.312,0.308,1.4,5.4,12.9,1.8,0.7,19.9,3.7,3.4,7.1,0.121,0.4,1.2,1.6,2.5
0,34.9,5.2,10.8,0.481,5.2,10.8,0.481,3.4,4.5,11,1.5,1.9,13.8,2162,17.9,0,0.414,12.2,18.3,7.4,1.2,2.6,19.3,3.6,1.7,5.3,0.118,0.2,-1.2,-0.9,0.6
0,34.9,7.7,15.1,0.509,7.7,15,0.513,4.2,5.1,4.7,3.3,2.4,19.7,1428,9.3,0.254,0.205,1.3,3.9,29.1,1.7,0.5,17.8,-0.4,0.4,0,0,-2.3,-1.6,-3.9,-0.7
0,34.9,7.3,16.6,0.439,4.2,8.5,0.497,2.5,2.7,5.4,4.2,2.4,20.1,2337,15.3,0.484,0.164,1.3,9,19.9,1.1,0.7,25.6,1.1,2.4,3.5,0.072,1.5,-0.8,0.6,1.6
0,34.9,5,12,0.412,3.8,8.6,0.439,1.7,2.1,2.1,5.1,1.5,12.8,2651,12.4,0.289,0.175,1.4,3.5,24.1,1.1,0,18.8,3,1.1,4.1,0.074,-0.1,-1.7,-1.8,0.2
0,34.9,4.7,10.1,0.463,4.3,8.9,0.484,3.6,4.3,9.5,3.7,2.3,13.4,2513,16.8,0.124,0.424,8,16,16.6,1.4,2.3,18.3,3.8,2.7,6.5,0.125,0.9,0.8,1.7,2.3
0,34.9,6.5,14.7,0.441,4.8,10.4,0.457,2.9,3.8,5.8,3,1.9,17.6,2511,13.4,0.292,0.26,3,8.9,13.8,1.1,0.8,23.4,0.9,3.1,4.1,0.078,-0.9,-0.3,-1.2,0.5
0,34.9,6.4,11.7,0.549,6.4,11.7,0.551,3.1,4.1,11.7,2.1,1.9,16,2824,19,0.003,0.347,9.6,18.4,10.1,1.4,0.6,19.2,5.9,3.1,9,0.154,1,-0.2,0.8,2
0,34.9,7.4,15.3,0.484,7.4,15.2,0.486,3,3.9,7.6,1.6,1.7,17.8,2649,18.5,0.006,0.257,9.8,12.8,8.8,1.1,2.8,25.3,3.5,2.8,6.2,0.113,0.6,-0.4,0.2,1.5
0,34.9,8.3,17.2,0.482,5.4,10,0.538,3.7,4.4,3.1,3.5,2,23.1,2684,20.1,0.418,0.259,2.2,5,16.2,1.5,0.7,26.5,6.9,1.6,8.5,0.152,4.2,-1,3.3,3.5
0,34.9,8.2,17.1,0.481,8.1,16.5,0.492,4.8,5.7,6,6.2,2.6,21.2,2688,19.6,0.034,0.336,2.2,9.4,27.6,1.6,1.1,27.9,3.6,2.6,6.3,0.112,1,0.1,1.1,2.2
0,34.9,6,11.7,0.511,6,11.6,0.515,2.4,4.1,9.8,2.6,2.2,14.3,2720,17.5,0.008,0.354,10.2,16.5,12.4,1.2,3.9,20.2,2.6,2.3,4.8,0.085,0,0,0,1.4
0,34.9,3.6,8,0.45,3.5,7.8,0.455,1.8,2.6,13.1,3.3,1.5,9.1,2758,17.2,0.031,0.318,9.2,20.3,12.9,1.5,7.3,13,2.6,5.9,8.5,0.148,0.1,3.3,3.4,3.8
0,34.9,5.6,12.8,0.435,4.1,8.6,0.472,1.8,2.2,4.8,3.7,1.7,14.4,2791,14.1,0.329,0.172,2.1,7.7,17.1,1.1,0.4,20.3,2.6,1.5,4.1,0.07,0.7,-0.8,-0.1,1.3
0,34.9,6.4,15.2,0.423,5.1,11.1,0.459,3.6,4.5,3.5,5.7,2.4,17.7,2859,18.8,0.267,0.298,2.3,5.7,31.2,2.9,0.9,25.6,3.7,1.1,4.8,0.08,2.2,-0.8,1.4,2.4
0,35,7.5,16.8,0.446,5.1,10.3,0.499,3.4,4.2,6.3,1.4,2.3,20.7,2380,16.4,0.387,0.25,4,9.8,6.6,1.7,0.7,26,2.1,1.9,4,0.08,0.9,-0.9,0,1.2
0,35,6.8,16.5,0.413,6.4,15,0.426,6,7.2,4.6,3.5,2.3,20.1,2100,17.4,0.089,0.438,2.3,7.6,17,1.8,0.4,28.4,2.6,1.4,4,0.09,0.5,-1.4,-0.9,0.6
0,35,7.5,16.9,0.447,4.1,7.8,0.528,2.6,2.9,2.6,4.1,2.1,21.1,2171,14.8,0.538,0.171,0.9,4.3,18.6,0.9,0.6,25.1,2.1,0.3,2.5,0.054,1.3,-2.5,-1.1,0.5
