Injured,MP,FG,FGA,FG%,2P,2PA,2P%,FT,FTA,TRB,AST,TOV,PTS,MP_total,PER,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,27.9,3.6,9.5,0.378,1.5,3.2,0.473,1.1,1.4,3.5,2.5,1,10.3,1730,10.5,0.658,0.148,1.8,6.5,12.8,1.3,1.4,16.6,0.7,1.7,2.4,0.066,-1.4,0.3,-1.1,0.4
0,27.9,5.9,12.3,0.478,5.7,11.8,0.487,2.1,2.9,6.3,2.1,2.2,14.1,2256,17.6,0.044,0.234,7.9,13,13.8,2,2.4,25.8,0.8,2.6,3.4,0.073,0.2,0.4,0.6,1.5
0,27.9,3.6,9.3,0.383,2.6,6.5,0.399,1.7,2.1,1.7,4.6,1.9,9.8,2095,10.8,0.303,0.23,1.7,3.5,26.1,1.8,0.4,19.6,0,0.8,0.8,0.019,-2,-1.4,-3.4,-0.7
0,27.9,4.1,7.9,0.527,4.1,7.9,0.527,1.7,2.6,10.4,1.1,1.4,10,2061,17.8,0.002,0.328,12.5,22.1,7,0.9,3,17.3,2.7,2.7,5.4,0.125,0.5,-0.1,0.4,1.3
0,27.9,4.3,10.8,0.396,1.9,4.4,0.426,2.5,3.1,4.5,1.5,1.8,13.5,1956,14.7,0.59,0.287,3.4,8.8,9.8,2.5,1.3,21.8,1.6,2.3,4,0.097,0.3,0.4,0.7,1.3
0,27.9,4.3,8.8,0.489,2.3,4.3,0.536,0.6,0.8,2.5,1.5,0.8,11.3,1732,13.6,0.515,0.09,1.7,4.9,8.4,1.4,0.7,15.7,2.8,1.4,4.2,0.117,0.7,0,0.7,1.2
0,27.9,4,9.4,0.422,2.8,5.5,0.511,1.7,2.5,6.3,1.4,1.3,10.8,1924,12.6,0.414,0.262,3.7,11.6,7.7,1.5,3.4,18.3,-0.5,2.2,1.8,0.044,-2.1,0.3,-1.8,0.1
0,27.9,5,11.3,0.447,3.1,6.1,0.508,1.9,2.3,6.1,1.5,1.2,13.9,2091,14.2,0.461,0.205,3.9,11.7,7.5,1,1.1,20.9,2.1,2.5,4.5,0.104,-0.2,-0.7,-0.9,0.6
0,27.9,4.4,9.9,0.446,2.8,5.7,0.485,1.3,1.5,2.9,3.3,1.6,11.8,2175,13.5,0.426,0.154,1.6,5.8,18.3,1.7,0.7,19.6,1.8,1.1,2.9,0.064,-0.6,-0.9,-1.5,0.3
0,27.9,4.8,10.3,0.462,3.5,7,0.5,4.3,5.5,3.5,3.6,1.9,15.1,1813,22.4,0.324,0.538,2.8,7.5,22.2,3,1,25,5.1,3.7,8.8,0.234,3.8,3,6.8,4.1
0,27.9,3.6,8.5,0.425,1.6,3.2,0.484,0.9,1.1,4.1,2.6,1.3,10.1,2150,12.7,0.619,0.134,3.9,8.6,12.9,2.9,1.8,16.4,1.1,3.1,4.2,0.095,-0.7,1.6,0.9,1.6
0,27.9,6.8,11.7,0.578,6.2,9.8,0.628,2.6,3.1,9.8,4.9,2.3,16.7,2038,26.3,0.163,0.267,11.6,19.5,28.8,1.5,2.1,23.5,7.7,2,9.7,0.228,5.9,1.4,7.3,4.8
0,27.9,3.1,8.2,0.382,2.6,6.3,0.405,3.2,3.7,1.8,3.3,1.5,10.1,2287,11.4,0.231,0.455,1.6,4,18.1,1.9,0.2,18.2,2.4,1.5,3.9,0.083,-1.7,0,-1.6,0.2
0,27.9,3.3,7.7,0.425,1.4,3,0.468,2.1,2.3,2.3,1.1,0.8,10.5,2062,12.5,0.611,0.298,1.2,4.8,5.7,1.6,0.1,15.7,3.2,1.9,5.1,0.12,0.1,0.1,0.2,1.1
0,27.9,4.3,10.7,0.404,3.2,7,0.454,2.9,3.4,3.6,6.1,2.6,12.7,1899,14,0.348,0.312,1.9,6.9,32.1,2.3,0.4,22.7,0.9,2.8,3.7,0.095,-1,0.8,-0.2,0.9
0,27.9,4.4,9.1,0.481,2.5,4.6,0.541,1,1.2,6.4,2.8,1.4,11.5,2011,15.7,0.49,0.129,6.1,12.8,14.7,1.5,1.9,17,3.4,1.9,5.3,0.127,1.2,0.5,1.8,1.9
0,27.9,2.9,6,0.484,1.8,3.3,0.54,0.6,0.9,5.5,2.1,0.9,7.6,1981,11.3,0.451,0.143,5.8,11.1,10.6,1.5,0.8,11.7,2.4,2.6,5,0.121,-0.8,1.4,0.6,1.3
0,27.9,3.6,7.4,0.483,2.8,5.5,0.515,1.3,1.8,4.6,1.4,1.4,9.2,1983,10.5,0.261,0.237,3.7,9.1,6.7,1.6,2,14.9,0.3,2.2,2.5,0.06,-2.8,0.4,-2.4,-0.2
0,27.9,3.6,7.5,0.481,3.2,6.1,0.52,1.6,2.2,6,0.7,1,9.3,2232,13.9,0.191,0.292,9.9,13,4.2,1.9,1.1,15.7,2.9,1.5,4.4,0.095,-0.7,-0.6,-1.3,0.4
0,27.9,4,7.5,0.528,4,7.5,0.528,2.7,3.7,7.2,0.9,1.4,10.6,2228,18.3,0,0.491,14,15.2,5.2,0.7,5,17.3,4.9,1.9,6.8,0.146,0.6,-0.8,-0.2,1
0,27.9,4.6,9.1,0.502,4.6,9,0.504,1.7,2.5,6.7,1,1.2,10.9,713,13.4,0.012,0.595,10.6,15.7,8.3,1.3,3.1,15.6,0.5,0.4,1,0.064,-2.1,-0.9,-3,-0.2
0,27.9,5.4,12.8,0.421,3.3,7,0.464,2.5,2.9,2.6,4.2,1.8,15.4,2289,15.2,0.45,0.225,2.1,5.2,24.7,1.2,0.3,24.5,3.1,1.9,5,0.105,1.3,-0.9,0.4,1.4
0,28,4.5,10.2,0.439,4,8.4,0.477,2.5,2.8,3.1,4.7,2.4,12,2241,14.6,0.179,0.278,1,6.1,27.3,1.7,0.5,22.6,1.1,1.4,2.6,0.055,-0.4,-0.7,-1.1,0.5
0,28,3.4,6.6,0.51,2.4,4,0.61,1.4,1.7,4,1.8,1,9.1,2042,12.9,0.401,0.252,3.5,7.9,8.6,2.4,2,12.7,2.5,2.3,4.8,0.113,-0.6,1.5,0.8,1.5
0,28,5.3,11.7,0.452,3.8,7.8,0.482,2,2.5,2.8,3.1,1.9,14,2294,14.3,0.33,0.212,1.4,5.8,18.6,1.5,0.6,23.5,1.9,0.7,2.6,0.054,0.2,-1.6,-1.5,0.3
0,28,4.6,8.6,0.531,4.5,8.2,0.55,2.4,4,3.9,2,2,11.6,1957,15.8,0.042,0.469,7.7,8.1,12.4,2.9,0.8,20.4,1.8,1.6,3.4,0.083,-0.6,0.3,-0.3,0.9
0,28,3,7.4,0.401,0.9,1.6,0.55,0.6,0.7,3.5,1.2,0.6,8.6,1902,9.2,0.782,0.096,1.9,7,6.1,1.1,0.7,13.3,1.2,2,3.2,0.08,-1.4,0,-1.4,0.3
0,28,4.9,11.3,0.432,3.2,6.7,0.475,1.6,2,4.1,2.1,1.6,13.1,1541,12.3,0.411,0.18,2.9,8.2,10.9,1.8,0.6,21.1,0.2,0.7,0.9,0.029,-1.2,-1.1,-2.3,-0.1
0,28,4.3,9.9,0.436,3.5,7.8,0.448,1.8,2.2,3.1,1.7,1.4,11.3,2041,13.2,0.21,0.218,2.9,6.4,10.9,1.5,0.6,20.1,2.2,0.2,2.4,0.056,-0.1,-1.6,-1.6,0.2
0,28,3,7.5,0.399,2.5,5.8,0.43,1.3,1.8,3.1,3.9,1.7,7.8,2102,11.7,0.235,0.244,3.5,6.7,22.5,2.8,0.8,17,-0.3,2.6,2.3,0.053,-2.1,1.4,-0.7,0.7
0,28,5,8.8,0.569,4.2,6.1,0.679,1.8,2.7,5.5,1.5,1.1,12.7,2292,15.4,0.3,0.308,6,10.8,8.1,0.9,1.3,16.4,4.2,0.7,4.9,0.103,0.6,-1.3,-0.7,0.7
0,28,4.8,10.9,0.445,4.7,10.3,0.457,1.6,2.5,3.3,1.7,1.5,11.4,933,10.5,0.144,0.249,4.3,7.3,11.6,1.4,0.1,17.3,0.2,-0.2,0,0.002,-2,-2,-3.9,-0.5
0,28,4.1,8.9,0.457,3.3,6.6,0.499,1.5,2,8.4,1.4,1.4,10.3,1542,14,0.26,0.227,10.8,17.4,8.3,1,1.5,17.8,1.3,1.3,2.6,0.079,-0.8,-1.5,-2.3,-0.1
0,28,5.4,10.3,0.524,5.4,10.2,0.526,2.6,4,7,1.2,1.7,13.4,1739,16.3,0.005,0.389,7.9,13.6,7.1,1.3,1.5,21.2,1.7,1.6,3.4,0.093,-0.7,-0.3,-1,0.4
0,28,3.7,7.4,0.505,3.7,7.4,0.506,1.7,2.5,7.5,2,1.6,9.1,2293,15,0.002,0.338,10.3,15.8,12,1.6,1.2,16.6,2.2,3.3,5.5,0.115,-0.7,0.6,0,1.1
0,28,5.3,10.6,0.502,5.3,10.4,0.506,2.1,3.4,7,2.4,1.5,12.8,2044,17.6,0.016,0.32,7,14.2,13.7,1.9,3.1,21.8,1.7,2.2,3.9,0.092,-0.4,0.3,-0.1,1
0,28,5.7,12.4,0.458,3.3,6.8,0.494,4,4.5,9.3,1.7,1.5,17.6,1651,22.4,0.453,0.365,7,18.6,9.8,1.3,1.2,25.1,4.7,1.6,6.4,0.185,4.5,-1.3,3.3,2.2
0,28,3.1,6.8,0.458,2.5,5,0.499,0.9,1.2,2.9,5.5,1.8,7.8,1960,12.8,0.271,0.179,1.5,5.5,27.4,2.6,1,13.8,1.6,2.2,3.8,0.092,-1.2,1.2,-0.1,1
0,28,4.3,9.5,0.451,2.8,5.5,0.507,3.4,4.1,4.6,2.4,2,13.5,2098,16.8,0.421,0.435,1.5,9.9,14.5,2.2,1.2,22.4,2.9,2.3,5.2,0.119,1.3,0.3,1.6,1.9
0,28,3.2,7.9,0.412,0.7,1.6,0.438,0.4,0.6,3.8,1.7,1,9.5,1934,12.1,0.794,0.074,3.2,7.4,8.3,2.3,2.6,14,1.6,3.1,4.6,0.115,0.4,1.5,1.9,1.9
0,28,2.2,4.7,0.465,2.1,4.5,0.47,0.6,0.8,3.2,1.6,0.6,5,2264,8.2,0.034,0.16,3.6,6.5,8.5,0.9,1.7,9.5,1.7,2.3,4,0.084,-2.2,0.9,-1.3,0.4
0,28,3.4,7.8,0.428,2.5,5.4,0.464,1.2,1.5,4,0.9,1.2,8.8,2293,10,0.312,0.193,5.4,8.3,5.3,1.3,1.3,15.8,1.1,1.2,2.3,0.048,-2.2,-0.8,-3,-0.6
0,28,5.6,11.7,0.48,3,6.1,0.484,2.4,2.7,1.9,1.4,1,16.3,2097,17.5,0.478,0.233,0.5,3.6,8.6,1,0.2,22.6,5.3,1.4,6.7,0.154,3.3,-1.1,2.2,2.2
0,28,5.1,9.1,0.563,4.9,8.3,0.596,1.8,2.8,7.2,1.3,1.1,12.3,2153,18.8,0.09,0.306,10.6,14.6,7.8,1.3,3.2,18.5,4.5,3.5,8,0.179,0.9,0.7,1.5,1.9
0,28,4.6,9.8,0.473,4.6,9.7,0.476,1.8,2.5,8.5,1.1,1.4,11.1,2238,16.5,0.008,0.254,13.3,17.7,6.7,1.7,1,20,2.4,4.1,6.5,0.139,-0.2,0,-0.2,1
0,28,4.7,9.6,0.493,4.7,9.5,0.494,0.9,1.3,6.4,1,1.1,10.4,2271,14.4,0.003,0.134,11.5,12.3,5.6,0.4,4.1,17.5,1.8,2.4,4.3,0.09,-1.4,-0.8,-2.2,-0.1
0,28,3.9,8.4,0.47,2.3,4.5,0.511,2.2,2.6,2.5,5.3,1.6,11.7,2269,15.7,0.459,0.309,1.9,4.8,26.9,1.1,0.1,17.2,5,1.9,6.9,0.146,1.1,-0.7,0.5,1.4
0,28,4.4,9.6,0.456,2.3,4.6,0.489,0.8,1,2.9,2.1,1,11.8,2293,12,0.522,0.099,0.9,5.7,10.6,1,0.1,17.4,2.5,1.3,3.8,0.079,-0.3,-0.9,-1.2,0.5
0,28,2.5,6.5,0.389,1.7,4.5,0.386,1,1.3,1.9,2.7,0.9,6.8,2297,8.9,0.301,0.195,0.7,3.7,14,2.3,0.3,12.8,1.2,2.5,3.7,0.078,-3.2,1.3,-2,0
0,28.1,4.3,9.2,0.468,4.1,8.5,0.486,4,4.7,7.5,2,1.7,12.9,2304,18.9,0.083,0.512,10.2,16.6,12.8,0.8,2.5,21.3,5.3,1.8,7,0.147,2.4,-0.5,2,2.3
0,28.1,2,4.4,0.443,1.6,3.2,0.488,1.2,1.8,4.3,1.6,1.2,5.5,1462,9.7,0.27,0.404,7.6,8.7,7.9,1.9,3,10.3,0.8,1,1.7,0.057,-2.5,1,-1.5,0.2
0,28.1,5.1,10.9,0.473,2.9,5.1,0.568,1.2,1.5,3.4,2.9,1.6,13.8,2139,14.4,0.535,0.142,1.9,6.4,15.2,1.4,1.2,20.1,2.3,1.4,3.6,0.081,0.5,-1,-0.5,0.8
0,28.1,4.7,10.4,0.451,3.5,7,0.508,2,2.4,4.3,2.1,1.1,12.5,1291,14,0.33,0.23,2.1,8.5,10.5,2.1,1.5,19.6,0.9,1.8,2.7,0.099,-1.1,0.8,-0.4,0.5
0,28.1,4.1,9.2,0.446,3.8,8.1,0.47,1.7,2.2,3.5,2.2,1.3,10.2,1378,12.3,0.118,0.242,2.4,7,12.1,1.5,1.5,18.6,0.6,0.9,1.6,0.055,-1.4,0.5,-0.9,0.4
0,28.1,4,8.5,0.474,4,8.5,0.475,4.1,5.2,6.9,1.5,2.3,12.2,2026,16.8,0.002,0.607,11.7,14.9,9.2,2,1.4,21.3,2.7,2.1,4.8,0.114,-0.4,-0.4,-0.8,0.6
0,28.1,3.1,8.2,0.384,1.7,4.1,0.415,1,1.2,1.9,4.6,1.4,8.8,1886,12.7,0.5,0.145,0.8,4.1,27.3,2.3,0.2,17,1,1.1,2.1,0.052,-0.5,-0.4,-0.9,0.6
0,28.1,4.3,8.5,0.509,4.3,8.5,0.51,2.2,3.2,8.1,0.5,1.5,10.9,1519,17,0.002,0.372,13,17,2.9,1.8,2.7,18.5,2.1,1.7,3.8,0.12,-0.3,-0.7,-0.9,0.4
0,28.1,4.4,8.2,0.532,4.4,8.1,0.538,2.4,4.1,8,4,1.6,11.1,1516,18.9,0.011,0.507,8.7,15.8,21.4,1.6,3.3,18.3,2.8,1.8,4.6,0.147,1.2,1.6,2.8,1.8
0,28.1,4.3,8.7,0.497,4.3,8.6,0.502,2.4,3.5,7.4,1.1,1.8,11.1,2303,13.9,0.011,0.399,11.8,15.4,6.8,1,1.9,19.3,1.8,0.9,2.7,0.057,-2,-2.2,-4.2,-1.3
0,28.1,4.2,9.2,0.455,2.9,6.1,0.484,2.6,3.2,7.2,2.2,1.3,12.2,2106,16,0.341,0.348,5.5,14,12.3,1.1,1.1,18.4,3.7,2.5,6.2,0.141,0.9,0.2,1.2,1.7
0,28.1,3,7.4,0.403,1.2,2.7,0.453,0.5,0.7,2.9,1.8,1,8.3,2244,8.4,0.64,0.094,1.5,5.9,8.6,1.5,0.4,13.8,0.6,0.9,1.4,0.031,-2.1,-0.9,-3,-0.6
0,28.1,5.3,12.2,0.437,3.7,7.8,0.479,1.8,2.4,3.8,2,1.2,14,2051,14.8,0.36,0.194,3.1,7.8,12.1,1.7,0.7,23.5,2,1.9,3.8,0.089,0.1,0.2,0.3,1.2
0,28.1,3.3,6.3,0.527,3.3,6.2,0.529,1.3,1.9,8.1,2.7,1.2,7.9,2079,16.2,0.004,0.307,11.9,16.3,14.3,1.9,1.6,13,3.9,2.4,6.3,0.146,0.6,1.3,1.9,2.1
0,28.1,4.2,9.9,0.426,2.5,5.2,0.484,1,1.3,4,1.8,0.9,11.2,1825,10.5,0.479,0.135,1.8,7.9,8.9,1.1,1,17.6,0.4,1.6,2,0.053,-1.8,-0.2,-1.9,0
0,28.1,3.2,8.1,0.399,1.3,2.7,0.503,1.1,1.3,5.3,1.9,0.8,9.4,1886,11.3,0.671,0.165,1.8,10.1,8.3,2.4,1.4,14.6,0.9,3.4,4.3,0.11,-1.3,2.4,1.1,1.5
0,28.1,2.9,6.3,0.459,1.7,3.5,0.496,0.6,0.7,3.2,4.1,1.2,7.6,2024,12.3,0.446,0.105,1.2,6.2,22.3,1.6,0.3,12.6,2.7,1.4,4,0.096,-0.8,0.1,-0.6,0.7
0,28.1,4.8,8.6,0.552,4.8,8.6,0.552,2,3.3,9.2,1,1.4,11.5,2248,18.5,0,0.386,13.2,18.3,5.1,1.8,2.9,17.7,4.5,3.4,7.8,0.167,0.9,0.2,1.1,1.7
0,28.2,2.7,6.1,0.438,1.2,2.2,0.556,1.2,1.4,4.6,1.7,1.1,8,1493,11,0.639,0.228,2.5,9,8,2.2,0.9,11.8,1.3,1.2,2.5,0.081,-1.4,0.9,-0.5,0.6
0,28.2,5.4,12.5,0.436,5.1,11.1,0.461,3.3,4.3,4.7,5,2.4,14.5,2028,18.4,0.106,0.346,4.3,9.8,30.4,2.2,0.9,27.1,1.8,1.3,3.1,0.073,1.3,-0.7,0.6,1.3
0,28.2,6.3,14.4,0.439,5,10.4,0.478,2.8,3.3,3,6,2.6,16.8,1831,19.7,0.277,0.231,1.6,5.9,37.3,2.4,1,28.9,2.2,1.2,3.4,0.089,2.7,-0.6,2.1,1.9
0,28.2,5.4,10.4,0.52,5.4,10,0.536,1.6,2.1,6.9,1.4,1.6,12.5,2253,17,0.04,0.197,9.1,14.3,8.3,1.6,1.7,21.5,2.3,3.4,5.6,0.12,-0.1,0.4,0.3,1.3
0,28.2,3.6,8.7,0.41,2.8,6.4,0.435,1.6,1.9,2.8,4.1,1.7,9.5,2252,11.5,0.265,0.213,1.1,5.6,22.7,1.3,0.8,17.8,0.9,1.4,2.3,0.049,-1.6,-0.5,-2.1,-0.1
0,28.2,3.5,7.7,0.459,2.5,5.4,0.469,1.1,1.5,3.4,2.6,1.4,9.2,64,7,0,0.6,7,8.8,2.4,0,3.4,10.5,0,0,0.1,0.043,-2.7,0.4,-2.3,0
0,28.2,4.4,10.3,0.43,3.6,7.6,0.47,2.1,2.8,4.2,1.7,1.2,11.7,1544,13.4,0.244,0.278,3.9,8.9,10.5,1.3,1.1,20.2,1.2,1,2.2,0.067,-0.4,-1,-1.4,0.2
0,28.2,3.4,7.7,0.443,2.8,6.1,0.47,1.5,2.1,4.7,4,1.7,8.9,1634,11.9,0.215,0.266,4.2,9.5,20.4,1.9,1.5,16,0.7,1.4,2.1,0.062,-2,0.8,-1.2,0.3
0,28.2,4.8,10.8,0.441,2.5,5.1,0.498,1.7,2.1,3.6,2.1,1.8,13.5,1552,11.9,0.53,0.195,1.5,6.7,11.1,1.6,1.1,19.5,0.8,0.7,1.5,0.047,-1,-1,-2,0
0,28.2,4.9,12,0.41,3.3,7.3,0.447,1.8,2.4,3.4,3.3,2.5,13.2,2259,13.2,0.387,0.199,2.2,6.5,21.2,2.1,0.5,24.1,-0.7,0.7,0,0.001,-0.7,-1.6,-2.3,-0.1
0,28.2,3.5,8.6,0.403,2.7,6.4,0.42,1.8,2.1,3,5.1,1.8,9.6,2033,12.9,0.253,0.246,1.8,6.3,28.2,2.3,0.7,18,1.2,2.2,3.4,0.081,-1,0.9,0,1
0,28.2,4,9.4,0.427,3.7,8.4,0.444,2.2,3,4.7,1.5,2,10.5,2253,9.8,0.101,0.318,4.9,9.2,8.2,1,1.6,19.4,-1.3,1.5,0.2,0.003,-3.4,-0.6,-4.1,-1.2
0,28.2,4.6,9.2,0.497,4.6,9.2,0.497,1.4,2.5,7.3,0.9,1.4,10.5,1577,14.4,0,0.269,8.6,14.8,5.3,1,2.8,18.7,1.2,1.6,2.7,0.083,-1.1,-0.7,-1.8,0.1
0,28.2,5.7,10.7,0.535,5.5,9.7,0.563,3.3,4.8,11.1,2.8,2.6,15,1579,20,0.093,0.447,11.2,21.5,16.6,1.9,2.1,23.6,2,1.7,3.6,0.11,0.1,0.2,0.3,0.9
0,28.2,6.2,12.6,0.492,6.2,12.6,0.495,3,4.3,9,2.3,1.7,15.4,1634,22.5,0.005,0.34,7.9,18.3,13.5,1.2,3.9,26.2,3,2.9,5.9,0.174,2,1.3,3.3,2.2
0,28.2,5,10.6,0.472,4.8,9.9,0.491,3.7,4.6,6.8,2.5,1.8,13.9,1920,16.9,0.075,0.436,5.5,12.7,14.2,1.6,1.9,22.2,2.1,2,4.1,0.103,-0.3,0.4,0.1,1
0,28.2,5.8,12.1,0.479,3.9,7.4,0.533,1.2,1.6,9.1,1.2,1.3,14.6,2028,17.7,0.388,0.13,9.6,17.2,6.4,1.3,2.4,21.3,2.9,2.6,5.5,0.131,1.2,-1,0.2,1.1
0,28.2,4.4,10.3,0.429,4.3,9.9,0.436,2.4,3.3,10.2,1.8,1.8,11.3,2286,13.9,0.043,0.323,7.8,19.5,11,1.2,1,21.2,-0.3,1.9,1.6,0.035,-1.9,-1.3,-3.2,-0.7
0,28.2,4.7,9.8,0.479,3.8,7.4,0.519,2.5,3.2,6.4,1.3,1.5,12.7,1836,16.6,0.246,0.322,5.8,12.8,7,1,5.7,20,2.2,2.5,4.7,0.122,-0.6,0.4,-0.2,0.8
0,28.2,6,16.9,0.358,4,9.8,0.41,3.5,4.3,3.7,2.8,2,17.6,1863,14.9,0.42,0.252,2.3,7.1,19.1,1.7,0.5,32.2,-0.9,0.5,-0.4,-0.01,0.9,-2.4,-1.6,0.2
0,28.2,5.4,11.7,0.458,5.4,11.6,0.461,3.1,4.6,8.7,1.1,2.2,13.8,2256,15.6,0.005,0.392,10.8,17.7,7.5,1.1,1.8,25.5,-0.2,1.7,1.5,0.032,-1.8,-2.1,-3.8,-1.1
0,28.2,5.9,12.9,0.456,5.9,12.9,0.457,1.9,2.5,8.3,1.6,2,13.7,2141,14.4,0.002,0.197,7.4,16.8,10.9,1.3,0.8,26.3,-0.9,4.3,3.4,0.076,-2.3,0.2,-2.1,-0.1
0,28.2,4.1,8.7,0.467,3,6.1,0.492,2.1,2.5,3.1,6,1.6,11.2,2143,16.7,0.294,0.288,1.9,6,29.9,2.5,0.4,17.7,3.9,2.9,6.8,0.153,0.8,1,1.8,2.1
0,28.2,5.1,11.4,0.445,2.5,5.4,0.462,2.3,2.6,2.2,1.4,1.3,15,2198,14.8,0.526,0.227,0.6,4.4,7.8,1.2,0.5,22,3.3,1.5,4.8,0.105,1.6,-1.2,0.4,1.4
0,28.2,3.3,7.4,0.438,1.6,3.3,0.485,1.8,2.1,2.4,3.1,0.9,10,2254,16.1,0.562,0.278,0.9,4.9,19.1,1.6,0.4,15.4,6,2.9,8.9,0.189,2.5,0.9,3.5,3.1
0,28.2,4,9.2,0.438,3.6,8,0.456,1.7,2,3.1,6.1,2.5,10.2,2254,14.1,0.134,0.217,2.6,6.4,35.4,1.7,0.4,20.3,1.2,1,2.2,0.046,-0.4,-1.2,-1.5,0.2
0,28.2,4.4,8.3,0.531,4.4,8.3,0.532,2.4,3.2,8.8,0.7,1.7,11.3,2282,16.1,0.001,0.385,11.5,18.2,4.2,0.5,2.5,18.5,3.5,3.2,6.7,0.141,-0.6,-0.7,-1.3,0.4
0,28.2,4.1,9.5,0.432,2.1,4.2,0.509,1,1.2,5.1,1.2,1.1,11.1,2312,13.2,0.555,0.122,3.6,10.1,6.4,1.3,2.1,17.3,2.9,2.4,5.3,0.109,0.4,0.3,0.7,1.6
0,28.3,3.5,8.7,0.399,2.6,6.3,0.419,1.7,2.3,4,1.5,1.1,9.5,2204,9.8,0.28,0.267,3.3,7.7,7.6,1.5,0.7,16.8,0.4,2.8,3.2,0.07,-2.2,0.5,-1.6,0.2
0,28.3,3.4,8.1,0.419,3.4,7.7,0.438,2.3,2.8,2.6,6.6,2.1,9.1,1273,14.3,0.05,0.353,1.3,5.3,37.5,2.7,0.2,18.4,0.7,1.1,1.8,0.07,-1.2,0.1,-1,0.3
0,28.3,4.2,8.8,0.47,2.4,4.8,0.505,1,1.2,2.4,7.4,1.7,11.1,1273,19.2,0.462,0.131,1.3,5,43.7,1.2,0.4,18.1,4,0.5,4.4,0.167,5,-1.4,3.6,1.8
0,28.3,2.9,5.8,0.499,2.9,5.8,0.499,2,2.7,7.9,1.4,1.4,7.8,1640,14,0,0.466,11.1,16.4,7.4,1.8,1.4,14,2.3,2.8,5,0.147,-1.5,0.8,-0.7,0.5
0,28.3,3.9,7.9,0.497,1.7,2.7,0.637,1,1.2,2.8,1.2,0.7,11.1,2093,11.5,0.656,0.15,1.8,5.5,5.7,0.7,0.4,14.1,2.9,0.9,3.8,0.088,-0.1,-1.4,-1.5,0.2
0,28.3,3.9,8.8,0.442,2.6,4.7,0.542,2.2,3,8.1,1.4,1.4,11.3,1414,13.1,0.465,0.338,8.7,15.8,7.3,0.7,2.1,17.3,1.1,0.9,2,0.068,-1,-1.1,-2.1,0
0,28.3,3.6,7.8,0.453,3.5,7.3,0.475,1.8,2.4,6.4,3.6,1.7,9,2533,21.3,0.388,0.536,1.1,5.6,32.9,1.8,0.5,21.5,8.7,2.7,11.4,0.216,4.2,0.5,4.7,4.3
0,28.3,4,10.7,0.377,3,7,0.429,1.2,1.5,2.9,6.2,2.3,10.3,2154,10.2,0.351,0.137,1.4,5.7,32.3,2.3,1.1,20.5,-1.9,1.4,-0.5,-0.012,-3.3,-0.5,-3.8,-1
0,28.3,7.1,12,0.592,6.8,11.1,0.611,2.5,3.3,12.5,1.8,1.6,17.1,1755,24.4,0.077,0.273,15.1,23.4,10,1,2.9,22.4,5.1,2.6,7.8,0.213,3.2,-0.3,3,2.2
0,28.3,3.1,8.5,0.359,2,5.2,0.381,0.9,1.4,4.8,1.8,1.1,8.1,1841,8.5,0.386,0.159,3.4,9.7,9.9,1.3,0.6,16.1,-0.6,0.9,0.3,0.008,-2.3,-0.5,-2.8,-0.4
0,28.3,3.8,8.3,0.464,2.4,4.9,0.498,1.1,1.3,4,1.2,1.2,10.2,2323,11.2,0.409,0.155,3.9,8,5.8,1.5,2.9,15.7,0.5,3,3.5,0.072,-1.7,0.4,-1.3,0.4
0,28.3,4.3,9.2,0.462,2.5,4.5,0.548,2,2.3,3.6,3.9,1.2,12.4,2319,15.4,0.516,0.253,2.5,6.9,19.4,1.1,2.8,17.7,4.4,3.1,7.4,0.154,1.1,1.3,2.4,2.6
0,28.3,4.8,10.8,0.441,4.2,9.2,0.462,2.5,3.2,2.6,5,2.2,12.6,2008,16.8,0.152,0.293,2.5,5.7,34.6,1.7,0.2,23.7,3.5,1.2,4.7,0.112,2,-1.1,0.9,1.5
0,28.3,2.5,5.9,0.434,1.2,2.6,0.458,0.9,1.2,2.9,1.9,0.9,7.3,2289,9.9,0.549,0.2,1.6,6,9.9,1.4,0.6,12,2.3,2.6,4.9,0.103,-1,0.7,-0.3,1
0,28.3,3.2,7.3,0.433,2,3.9,0.514,1.9,2.1,7.5,1.3,0.9,9.4,2292,13.2,0.472,0.292,5.3,14.2,6,1.4,1.2,13.7,3,2.8,5.8,0.121,0.1,0.6,0.7,1.5
0,28.3,3.9,8,0.482,2.8,5.4,0.519,1.3,1.8,5.5,1.4,0.9,10.1,2318,13.4,0.328,0.229,5.6,10.5,6.9,1.3,0.6,14.9,3.7,3,6.7,0.139,0.2,-0.1,0.1,1.2
0,28.4,3.7,9.3,0.395,2,3.9,0.508,1.6,1.8,2.9,3.9,2,10.6,2247,15.6,0.583,0.196,3.1,5.7,24.3,3.2,0.5,19.4,2.8,2.5,5.3,0.114,1.3,1.1,2.4,2.5
0,28.4,5.7,11.5,0.495,3.6,6.3,0.575,2.5,2.9,3.7,1.8,1.5,16,1479,16.8,0.457,0.256,1.9,6.8,9.7,1.9,1.4,21.5,2.3,2.3,4.6,0.15,1.2,0.8,2,1.5
0,28.4,3.9,9.1,0.434,2,4.1,0.494,1.4,1.6,2,1.8,1,11.1,1730,10.9,0.546,0.172,2.2,3.7,9.5,1.6,0.5,16.4,1.1,1,2.2,0.06,-2,-0.4,-2.4,-0.2
